,account_id,customer_id,account_type,opening_date,account_status,balance,credit_score
2458,404-1025822-7210730,15813303,current,2024-07-18 15:38:00,active,0.0,513
2459,403-9288379-6424334,15756920,saving,2024-07-06 8:56:00,closed,70655.48,576
2460,171-6882879-9738766,15726403,saving,2024-07-04 13:55:00,inactive,129901.21,660
2461,408-9997972-0411544,15592765,business,2024-07-07 3:57:00,closed,125470.81,637
2462,405-1278475-2369113,15704442,saving,2024-07-08 2:15:00,inactive,169406.33,672
2463,408-4251554-9551518,15641136,business,2024-07-30 2:35:00,active,0.0,629
2464,171-7141740-2711551,15725818,current,2024-07-08 6:57:00,inactive,107041.3,583
2465,402-9257564-5053145,15612071,business,2024-07-16 10:30:00,inactive,95153.77,763
2466,408-0290944-1259549,15719809,saving,2024-07-07 1:21:00,active,145166.09,516
2467,405-2279738-9456320,15716518,current,2024-07-16 18:43:00,closed,0.0,617
2468,404-6129345-8277113,15742210,business,2024-07-14 21:16:00,active,65962.63,700
2469,171-3898102-8402757,15630617,business,2024-07-11 8:50:00,inactive,140418.81,727
2470,407-9040663-0823566,15720838,current,2024-07-20 17:42:00,inactive,139799.63,689
2471,402-5079522-8896321,15595537,saving,2024-07-27 16:11:00,closed,171787.84,626
2472,404-7652245-0425103,15623196,business,2024-07-13 6:17:00,closed,149238.97,686
2473,402-2988805-5264308,15679249,saving,2024-07-02 21:56:00,active,163146.46,351
2474,171-4852671-2696346,15693199,saving,2024-07-17 19:14:00,inactive,0.0,739
2475,408-5055302-6140306,15661219,business,2024-07-28 11:52:00,closed,0.0,627
2476,407-0530480-0576358,15617136,current,2024-07-20 8:50:00,closed,61482.47,451
2477,403-3552651-1312359,15760294,saving,2024-07-17 13:05:00,inactive,145150.28,512
2478,407-2046414-0845944,15652808,saving,2024-07-15 22:31:00,inactive,126670.37,774
2479,407-4733113-9553108,15657139,current,2024-07-23 22:19:00,active,84390.8,652
2480,402-0807056-6323566,15803790,business,2024-07-30 8:15:00,inactive,89728.86,638
2481,407-2202452-4707556,15764105,saving,2024-07-10 11:27:00,inactive,0.0,475
2482,407-6606392-6949123,15672610,saving,2024-07-15 0:16:00,closed,118628.8,567
2483,171-8856537-1397959,15766896,business,2024-07-18 1:04:00,active,0.0,750
2484,402-7757004-9627552,15587735,current,2024-07-09 20:19:00,closed,96863.13,850
2485,406-1042470-2997131,15659501,business,2024-07-25 7:24:00,inactive,142263.45,753
2486,403-7557581-3415536,15745001,current,2024-07-28 20:36:00,active,0.0,683
2487,171-8366695-2888365,15651140,business,2024-07-03 13:55:00,inactive,0.0,710
2488,406-8788101-3033168,15571148,current,2024-07-18 9:01:00,closed,0.0,645
2489,402-7589486-0562761,15776824,saving,2024-07-02 13:13:00,active,122724.37,714
2490,408-4473377-8450703,15633141,saving,2024-07-23 22:15:00,active,174902.26,696
2491,171-8796589-0005928,15764174,business,2024-07-10 22:22:00,inactive,0.0,612
2492,403-8499148-5672343,15778155,current,2024-07-16 7:21:00,closed,108914.17,520
2493,402-1302172-9846726,15715920,saving,2024-07-24 4:58:00,active,98052.66,782
2494,402-5216954-4984347,15671917,saving,2024-07-07 17:57:00,closed,123873.19,666
2495,407-9987690-4986713,15666548,saving,2024-07-18 13:21:00,closed,111920.13,466
2496,171-7032122-4502708,15625623,saving,2024-07-25 9:07:00,active,0.0,567
2497,405-7893412-3249927,15748123,current,2024-07-05 15:22:00,active,0.0,613
2498,404-5469072-1907536,15648735,current,2024-07-12 18:03:00,closed,0.0,718
2499,407-0324752-6505934,15634974,saving,2024-07-25 19:19:00,inactive,75150.34,614
2500,404-2034900-8515539,15713378,current,2024-07-05 22:09:00,inactive,0.0,711
2501,402-7039490-5441117,15753370,current,2024-07-30 11:49:00,active,114753.76,691
2502,171-9976088-4097962,15782659,business,2024-07-30 3:50:00,closed,0.0,527
2503,408-0360767-5017112,15583364,saving,2024-07-15 7:02:00,closed,111871.93,476
2504,406-3766998-8618768,15625942,saving,2024-07-13 2:24:00,inactive,0.0,619
2505,403-4186042-2969102,15720284,current,2024-07-18 6:59:00,closed,135927.06,607
2506,405-6812146-8592310,15679642,saving,2024-07-25 19:19:00,inactive,0.0,695
2507,402-8062358-5444355,15628007,saving,2024-07-08 20:15:00,closed,0.0,653
2508,403-7187858-2275517,15661974,saving,2024-07-30 16:21:00,active,57037.74,677
2509,171-6795069-6392342,15689341,saving,2024-07-29 5:19:00,inactive,0.0,655
2510,402-6469774-6160319,15607993,current,2024-07-02 2:55:00,active,79468.96,625
2511,405-7628490-5332332,15693267,business,2024-07-17 20:02:00,active,121063.85,679
2512,405-7628490-5332332,15769522,business,2024-07-05 23:20:00,closed,118537.47,734
2513,404-6041390-2405907,15755825,business,2024-07-06 23:45:00,inactive,0.0,666
2514,407-5234227-3961136,15598175,business,2024-07-17 21:21:00,closed,105082.07,592
2515,405-9016205-7553933,15744327,saving,2024-07-19 18:53:00,active,0.0,564
2516,405-6285833-2479528,15798666,saving,2024-07-06 21:06:00,closed,0.0,814
2517,408-5386091-9336306,15577064,business,2024-07-21 14:15:00,closed,104702.65,592
2518,403-5481294-7957928,15759436,saving,2024-07-17 8:13:00,closed,95813.76,758
2519,408-9619101-1318767,15690231,business,2024-07-22 8:40:00,active,167026.61,612
2520,403-9744843-9996320,15751561,business,2024-07-12 15:54:00,active,102453.26,498
2521,406-9480548-7693101,15739068,business,2024-07-24 1:35:00,closed,148045.45,638
2522,171-8403811-4499517,15758056,saving,2024-07-15 20:48:00,inactive,0.0,558
2523,408-4563887-9018736,15742269,business,2024-07-03 5:29:00,closed,0.0,756
2524,405-9251525-2201132,15726490,business,2024-07-13 8:51:00,active,0.0,782
2525,406-1329342-2337951,15738411,saving,2024-07-18 18:02:00,closed,104498.79,505
2526,408-7704567-9953168,15727919,current,2024-07-10 19:07:00,active,0.0,671
2527,171-2702916-6143522,15709396,business,2024-07-19 18:20:00,inactive,0.0,801
2528,171-0425193-9577929,15654106,current,2024-07-08 15:05:00,active,149542.52,604
2529,407-7635536-1178755,15621653,business,2024-07-14 13:52:00,inactive,87946.39,716
2530,407-0726865-7987533,15598086,saving,2024-07-14 3:21:00,inactive,68639.57,624
2531,402-5488497-1033935,15752300,business,2024-07-23 6:16:00,inactive,148826.32,607
2532,171-8321298-6265121,15658693,business,2024-07-13 17:24:00,closed,0.0,827
2533,403-5779486-2478729,15631838,business,2024-07-03 1:32:00,closed,108166.09,606
2534,408-0401573-6186701,15803804,current,2024-07-17 10:58:00,active,103214.71,717
2535,405-7231028-8645968,15578809,business,2024-07-05 17:07:00,closed,134760.21,651
2536,171-2643767-2383541,15752026,saving,2024-07-21 22:03:00,active,0.0,691
2537,405-6398123-6805933,15723706,saving,2024-07-20 18:15:00,active,90124.64,573
2538,408-9741880-8454747,15752838,business,2024-07-07 3:18:00,active,0.0,723
2539,407-9927607-7318729,15569571,current,2024-07-03 6:09:00,closed,87361.02,584
2540,171-9181746-2770749,15769703,saving,2024-07-06 23:29:00,active,111257.59,550
2541,404-5612447-0656301,15679770,business,2024-07-22 4:53:00,inactive,131583.59,611
2542,405-2877745-2280346,15791102,current,2024-07-21 13:26:00,inactive,95020.8,549
2543,403-8717835-8417929,15655192,current,2024-07-23 21:08:00,inactive,0.0,850
2544,404-1348227-3107560,15709487,business,2024-07-28 4:03:00,closed,80242.37,668
2545,403-6094724-8502762,15687130,saving,2024-07-08 1:23:00,closed,0.0,686
2546,408-8305539-8607522,15755178,saving,2024-07-21 20:54:00,active,0.0,660
2547,404-6715734-1108300,15634772,current,2024-07-15 4:14:00,active,122661.39,682
2548,403-1523886-4893904,15617197,saving,2024-07-05 2:20:00,closed,0.0,524
2549,405-1427493-4542705,15631240,business,2024-07-20 21:52:00,active,0.0,645
2550,406-0070548-5071533,15784301,business,2024-07-17 10:51:00,inactive,0.0,850
2551,171-0061826-2503521,15631310,saving,2024-07-21 2:55:00,inactive,0.0,537
2552,407-3696018-8049115,15756560,current,2024-07-19 16:32:00,closed,81742.84,599
2553,408-3597459-8072314,15732270,saving,2024-07-23 2:28:00,inactive,0.0,727
2554,408-7914411-0231567,15739357,saving,2024-07-13 12:57:00,inactive,145127.85,756
2555,408-6778157-8983563,15771540,saving,2024-07-09 8:31:00,inactive,148912.44,755
2556,408-6778157-8983563,15567486,business,2024-07-13 13:54:00,inactive,0.0,634
2557,408-6778157-8983563,15714634,saving,2024-07-27 8:12:00,closed,89900.24,837
2558,408-6778157-8983563,15727021,saving,2024-07-22 9:26:00,inactive,119027.28,727
2559,405-7515503-4109139,15650670,saving,2024-07-23 12:13:00,active,105222.86,567
2560,408-1109785-4341142,15711834,business,2024-07-07 19:18:00,closed,0.0,650
2561,408-3406758-8412300,15729763,business,2024-07-28 3:17:00,active,116114.93,655
2562,405-8774879-7201139,15646566,saving,2024-07-27 17:08:00,active,187911.55,763
2563,403-3407785-9477130,15645463,business,2024-07-25 15:35:00,inactive,0.0,843
2564,408-8302085-3105108,15672144,current,2024-07-30 10:38:00,active,144432.04,667
2565,404-1769970-9261950,15596088,current,2024-07-22 14:25:00,active,77065.9,705
2566,406-6521556-4005926,15614878,saving,2024-07-19 6:58:00,active,180520.29,660
2567,408-7142634-8209915,15635240,saving,2024-07-05 23:37:00,active,0.0,553
2568,407-6025735-9805927,15775905,current,2024-07-26 21:21:00,closed,130024.87,612
2569,171-3899166-0944306,15700657,saving,2024-07-20 0:35:00,closed,110086.69,641
2570,405-6854165-3003543,15611905,business,2024-07-25 8:03:00,inactive,174853.46,513
2571,408-5941827-0499515,15652527,business,2024-07-27 4:46:00,inactive,108724.98,680
2572,407-7528214-3230713,15785865,current,2024-07-05 21:42:00,active,91285.13,711
2573,407-7465218-4642715,15645942,saving,2024-07-22 13:21:00,inactive,0.0,689
2574,408-8670769-7294713,15688691,current,2024-07-13 7:46:00,closed,110610.41,665
2575,171-9777478-5570716,15592736,saving,2024-07-28 23:43:00,inactive,102994.04,551
2576,408-8401373-4091541,15673529,current,2024-07-08 17:49:00,closed,59893.85,645
2577,405-5278889-7424344,15724145,business,2024-07-23 20:51:00,closed,149318.55,616
2578,402-6102476-5957945,15704629,business,2024-07-24 8:49:00,closed,116409.55,582
2579,405-7824994-9497108,15597896,current,2024-07-15 15:59:00,closed,127760.07,365
2580,406-3118945-6943501,15731790,saving,2024-07-29 19:21:00,active,132591.36,697
2581,402-9050647-1001948,15634719,business,2024-07-26 6:28:00,closed,0.0,704
2582,402-9050647-1001948,15703205,business,2024-07-27 3:25:00,active,113402.14,656
2583,402-8508102-8205929,15567333,business,2024-07-07 16:30:00,active,0.0,712
2584,171-1077094-8460354,15754537,business,2024-07-11 12:38:00,active,0.0,748
2585,407-5789653-5620329,15612030,current,2024-07-14 10:08:00,closed,0.0,724
2586,402-8872106-5769942,15573242,saving,2024-07-13 0:07:00,closed,136953.47,691
2587,405-4429106-8201936,15601892,business,2024-07-26 14:32:00,inactive,0.0,563
2588,402-6147455-7120318,15663885,business,2024-07-09 10:09:00,active,0.0,741
2589,405-5171282-5252335,15701096,business,2024-07-29 20:27:00,active,123863.64,778
2590,405-5773896-9062739,15710450,current,2024-07-22 17:57:00,closed,120811.89,848
2591,171-6400746-2493159,15790846,current,2024-07-01 0:06:00,inactive,148430.55,634
2592,403-6618874-9795562,15658956,current,2024-07-21 7:57:00,inactive,47869.69,505
2593,408-6081085-7231524,15755223,saving,2024-07-06 20:09:00,closed,150926.99,692
2594,405-1472936-7023547,15787318,current,2024-07-11 19:09:00,closed,103163.35,537
2595,403-7886538-6609948,15737310,current,2024-07-18 6:55:00,active,130206.28,633
2596,402-8215677-4776351,15763665,current,2024-07-04 10:21:00,closed,136674.51,833
2597,408-1943885-6235541,15668818,saving,2024-07-11 10:58:00,inactive,200322.45,592
2598,403-4838561-9251513,15765812,saving,2024-07-04 12:58:00,closed,0.0,587
2599,403-0619409-6085957,15704844,current,2024-07-30 19:00:00,inactive,80927.56,550
2600,171-4965593-6136320,15744582,saving,2024-07-08 10:31:00,active,0.0,680
2601,171-9555351-4961109,15616700,current,2024-07-04 16:03:00,active,0.0,622
2602,171-2021569-2809919,15683521,current,2024-07-24 12:32:00,closed,142574.71,594
2603,403-6925265-8157929,15583049,saving,2024-07-24 16:10:00,active,160426.07,643
2604,403-2642222-2905133,15643752,saving,2024-07-13 13:16:00,inactive,116160.23,540
2605,408-2004449-6350760,15620398,saving,2024-07-18 14:52:00,active,98683.47,635
2606,406-5373093-8391536,15715707,current,2024-07-16 0:45:00,active,118829.03,657
2607,403-7733147-0030721,15814209,saving,2024-07-20 21:55:00,inactive,118870.92,814
2608,406-3386353-9708310,15733768,current,2024-07-03 7:52:00,inactive,0.0,600
2609,171-8343254-2042762,15755242,current,2024-07-22 6:10:00,inactive,0.0,682
2610,408-1684303-4174760,15729412,business,2024-07-26 14:19:00,closed,107192.38,682
2611,408-1939925-0974735,15746564,saving,2024-07-12 1:00:00,closed,108010.78,566
2612,404-2128730-6924360,15588446,saving,2024-07-23 7:35:00,inactive,0.0,550
2613,408-7798096-6116356,15665221,saving,2024-07-29 10:58:00,inactive,129837.72,630
2614,408-7798096-6116356,15640846,current,2024-07-18 11:48:00,active,106458.31,546
2615,408-7798096-6116356,15700209,current,2024-07-02 12:53:00,closed,97009.15,486
2616,408-7798096-6116356,15658360,current,2024-07-08 1:21:00,active,122929.42,762
2617,408-7798096-6116356,15602735,saving,2024-07-22 6:20:00,active,152296.83,692
2618,408-0304814-7806756,15724834,business,2024-07-20 5:32:00,inactive,0.0,498
2619,408-0304814-7806756,15800062,saving,2024-07-13 4:18:00,closed,0.0,850
2620,408-0304814-7806756,15685300,saving,2024-07-23 2:03:00,active,128993.76,603
2621,408-0304814-7806756,15760102,current,2024-07-01 19:35:00,active,0.0,551
2622,408-0304814-7806756,15787026,current,2024-07-19 13:23:00,active,185267.45,627
2623,404-2297362-3062766,15653696,current,2024-07-14 17:14:00,active,0.0,515
2624,408-1759129-6992355,15788946,business,2024-07-04 3:39:00,active,116805.82,605
2625,403-3081718-5052365,15600724,saving,2024-07-27 6:14:00,inactive,129750.68,567
2626,171-9259473-7667520,15574324,saving,2024-07-19 23:53:00,closed,129177.01,568
2627,171-2915678-2366721,15707144,saving,2024-07-14 20:52:00,active,82506.72,571
2628,408-8948633-8521900,15775891,saving,2024-07-30 21:01:00,closed,107247.69,634
2629,406-2245463-2680306,15711789,business,2024-07-22 10:16:00,active,0.0,768
2630,404-9066453-5956354,15600879,business,2024-07-03 4:20:00,inactive,157780.93,554
2631,406-3170031-4965929,15681196,saving,2024-07-29 19:39:00,inactive,172170.36,629
2632,406-2797935-5850720,15716000,business,2024-07-26 8:08:00,active,0.0,638
2633,406-2797935-5850720,15766776,saving,2024-07-02 8:44:00,active,0.0,576
2634,406-3383857-8159554,15680278,saving,2024-07-03 4:47:00,active,75361.44,661
2635,404-0147269-8120350,15688637,business,2024-07-14 11:35:00,inactive,0.0,592
2636,408-2119504-9432360,15591179,saving,2024-07-04 5:01:00,closed,0.0,702
2637,403-7265677-3982713,15677435,saving,2024-07-27 12:08:00,inactive,98263.46,647
2638,403-1672810-7875548,15698619,saving,2024-07-15 23:25:00,inactive,0.0,593
2639,406-2782655-2006727,15581036,saving,2024-07-06 3:37:00,inactive,109308.79,712
2640,171-3519449-1856316,15622117,current,2024-07-23 16:17:00,closed,0.0,625
2641,408-0555490-6245927,15599301,business,2024-07-17 16:50:00,active,164365.44,538
2642,408-0187228-3575512,15581548,current,2024-07-30 6:03:00,closed,98800.0,637
2643,404-6078612-2712363,15586870,current,2024-07-04 18:29:00,inactive,193125.85,632
2644,406-9838692-4397115,15735263,business,2024-07-29 5:04:00,inactive,51522.75,736
2645,402-1142198-6127552,15765322,saving,2024-07-23 13:13:00,active,84284.48,755
2646,171-8979098-8019507,15582944,current,2024-07-08 7:21:00,inactive,0.0,425
2647,407-3372628-6827539,15687162,saving,2024-07-07 11:33:00,active,119889.84,461
2648,171-0980661-9053147,15644962,current,2024-07-29 6:49:00,inactive,137910.45,745
2649,404-0652755-6181138,15612615,business,2024-07-03 5:30:00,inactive,0.0,616
2650,403-5105892-4929145,15813439,current,2024-07-20 12:04:00,inactive,100116.82,587
2651,402-8153832-7938744,15604544,saving,2024-07-28 15:18:00,closed,166082.15,850
2652,402-4569915-9742711,15761348,saving,2024-07-24 23:02:00,closed,0.0,601
2653,406-7455558-9750768,15785078,business,2024-07-02 5:16:00,active,0.0,730
2654,404-5167387-3329926,15759874,saving,2024-07-26 0:52:00,active,148595.55,532
2655,402-1774141-5620355,15643658,business,2024-07-22 6:16:00,active,94078.97,850
2656,408-3707474-7973948,15713267,saving,2024-07-09 7:33:00,closed,0.0,779
2657,405-6535051-0840328,15737782,saving,2024-07-06 3:47:00,closed,0.0,562
2658,171-3948959-6421154,15815490,saving,2024-07-15 1:46:00,active,164948.98,670
2659,404-7164315-9695556,15679410,saving,2024-07-28 18:41:00,closed,140549.4,729
2660,407-0774765-4858752,15756241,saving,2024-07-20 18:16:00,inactive,152509.25,767
2661,407-9007522-6181931,15688409,business,2024-07-19 14:51:00,active,191864.51,742
2662,403-6113281-3337150,15742272,current,2024-07-09 9:21:00,active,96418.09,669
2663,407-4224181-0245127,15717898,business,2024-07-07 18:51:00,inactive,131945.94,542
2664,406-5829700-2455561,15769582,saving,2024-07-21 4:30:00,inactive,0.0,586
2665,408-6825240-3952306,15635660,business,2024-07-15 7:40:00,closed,142910.15,612
2666,407-4569849-0382742,15576723,current,2024-07-05 12:42:00,inactive,0.0,740
2667,407-4569849-0382742,15591577,current,2024-07-18 12:11:00,closed,146311.58,584
2668,171-5664241-6502730,15582325,current,2024-07-16 21:50:00,inactive,87894.26,524
2669,171-5437418-2390724,15693947,saving,2024-07-22 5:41:00,active,97445.49,614
2670,404-1772670-7152329,15760446,business,2024-07-26 4:51:00,closed,0.0,598
2671,406-3052636-8301103,15611105,current,2024-07-15 11:18:00,closed,0.0,799
2672,405-6715440-4333108,15630920,business,2024-07-23 20:27:00,closed,154485.74,724
2673,407-0734955-7712311,15574910,business,2024-07-18 11:07:00,closed,115625.07,601
2674,171-1446439-8504316,15756472,saving,2024-07-12 2:48:00,closed,108396.67,804
2675,171-0440201-0373107,15682890,saving,2024-07-25 21:46:00,active,65095.41,745
2676,405-6584467-0753966,15641994,current,2024-07-06 18:04:00,active,103018.45,667
2677,404-2742017-3097107,15733297,current,2024-07-13 15:51:00,active,84764.79,518
2678,403-9319366-4675531,15767793,current,2024-07-12 10:56:00,active,0.0,819
2679,408-1454365-9320327,15725698,current,2024-07-10 21:57:00,active,115680.81,520
2680,406-0573743-1256369,15813532,business,2024-07-03 13:05:00,closed,0.0,625
2681,405-7812351-9409134,15576760,current,2024-07-19 13:14:00,active,73088.06,673
2682,407-9556485-5636368,15732102,business,2024-07-01 20:40:00,closed,150905.03,656
2683,407-3069653-3316340,15739046,saving,2024-07-08 19:17:00,closed,143054.85,850
2684,407-5927860-6825117,15631927,current,2024-07-10 17:57:00,inactive,0.0,574
2685,405-8442331-4444344,15672115,business,2024-07-23 0:11:00,closed,0.0,679
2686,402-2055366-8121928,15618765,current,2024-07-05 11:43:00,closed,99948.45,530
2687,171-0591884-8892361,15679148,current,2024-07-01 14:08:00,closed,115451.05,508
2688,407-8232583-5805130,15728474,saving,2024-07-21 9:36:00,active,108235.91,558
2689,405-0578442-2901146,15636999,saving,2024-07-20 20:40:00,active,0.0,414
2690,404-2603731-2492359,15754261,saving,2024-07-23 0:55:00,active,98795.61,648
2691,404-2603731-2492359,15629150,saving,2024-07-18 0:00:00,inactive,0.0,721
2692,171-7014973-5244347,15736274,saving,2024-07-23 0:43:00,closed,0.0,751
2693,402-8205698-4945157,15627697,current,2024-07-17 20:50:00,closed,0.0,662
2694,402-6214278-5833114,15721585,business,2024-07-05 3:56:00,inactive,113146.98,628
2695,403-6890379-1481115,15639946,current,2024-07-12 11:32:00,active,162532.14,597
2696,406-9419237-9193910,15792176,current,2024-07-20 13:42:00,active,92053.44,698
2697,408-2767388-5777151,15699450,business,2024-07-01 17:32:00,active,0.0,723
2698,402-7104637-0484366,15729954,current,2024-07-02 17:19:00,inactive,0.0,586
2699,402-9795536-9129129,15600103,business,2024-07-11 16:53:00,closed,104944.1,633
2700,402-5604624-3215528,15786200,saving,2024-07-30 3:46:00,closed,0.0,564
2701,402-5604624-3215528,15797010,business,2024-07-26 3:25:00,inactive,0.0,649
2702,408-9823927-1281934,15670172,saving,2024-07-24 8:27:00,active,107879.04,622
2703,408-9823927-1281934,15627352,saving,2024-07-11 14:03:00,active,110356.42,459
2704,171-7277647-9225128,15622494,saving,2024-07-14 2:25:00,inactive,0.0,718
2705,405-4593927-0000328,15585835,current,2024-07-24 13:23:00,closed,109783.69,655
2706,407-7772023-2425157,15595071,business,2024-07-23 23:32:00,closed,149777.0,696
2707,404-8572193-2839561,15628203,business,2024-07-20 19:26:00,closed,104339.56,637
2708,402-4471131-3816330,15667190,saving,2024-07-03 17:35:00,active,85818.18,630
2709,407-6939089-1537123,15780212,business,2024-07-29 11:11:00,closed,212692.97,592
2710,404-6948545-7291516,15766869,current,2024-07-28 12:47:00,closed,89696.84,634
2711,403-4042666-2601108,15775741,business,2024-07-06 4:52:00,active,0.0,608
2712,408-0258173-9179518,15628170,business,2024-07-20 0:25:00,inactive,68067.24,565
2713,404-1106988-6666746,15701318,saving,2024-07-08 9:05:00,active,148564.66,763
2714,405-5194612-0481955,15710928,current,2024-07-29 20:08:00,inactive,136354.16,665
2715,404-2236859-4034766,15682547,business,2024-07-18 12:57:00,closed,122214.0,649
2716,403-4728291-6201133,15631170,saving,2024-07-28 18:57:00,inactive,0.0,695
2717,171-4829759-7276307,15648702,saving,2024-07-08 14:53:00,active,119684.88,775
2718,407-0501514-9592363,15783444,saving,2024-07-25 4:05:00,active,135139.33,788
2719,408-0235623-6777169,15809178,business,2024-07-30 23:48:00,closed,146100.75,569
2720,405-1911136-0410760,15806688,current,2024-07-04 13:08:00,active,123110.9,726
2721,408-7948290-3641905,15576824,current,2024-07-01 14:26:00,active,111760.4,564
2722,406-4536313-6390763,15675422,current,2024-07-10 10:29:00,inactive,110728.39,544
2723,407-2477720-4469923,15681550,current,2024-07-13 15:09:00,closed,121558.46,614
2724,171-9945479-3693938,15812628,business,2024-07-25 5:10:00,active,120623.21,453
2725,171-4231942-4178761,15597951,business,2024-07-25 2:08:00,inactive,114713.57,471
2726,171-4231942-4178761,15807045,saving,2024-07-08 15:19:00,inactive,103457.76,829
2727,406-0057063-9484315,15581748,business,2024-07-17 4:03:00,active,101134.87,754
2728,402-6811711-0713128,15770420,business,2024-07-06 20:34:00,closed,78136.36,749
2729,171-3735683-9566761,15608230,business,2024-07-30 23:07:00,closed,0.0,667
2730,402-8444832-4083501,15730339,saving,2024-07-12 16:43:00,active,133446.34,670
2731,403-3814361-9265146,15712584,saving,2024-07-24 11:16:00,inactive,0.0,670
2732,171-7911311-2466767,15592816,business,2024-07-11 22:43:00,closed,108076.33,623
2733,402-4125117-0933108,15641480,current,2024-07-22 7:38:00,active,131354.25,571
2734,402-6565072-3701912,15708505,current,2024-07-28 19:19:00,closed,62974.64,641
2735,408-3167600-0543567,15791131,business,2024-07-13 17:14:00,active,143340.44,551
2736,408-2445256-0558714,15618225,saving,2024-07-20 22:40:00,active,116993.43,741
2737,406-4656922-1320367,15644724,saving,2024-07-18 11:09:00,inactive,58662.92,472
2738,404-0260831-4696339,15662098,saving,2024-07-14 6:26:00,closed,128808.65,650
2739,408-5058740-6158755,15723894,saving,2024-07-04 21:04:00,inactive,137555.44,625
2740,403-0566843-2040329,15787699,business,2024-07-18 4:39:00,active,142393.11,650
2741,407-3625094-6531543,15687738,saving,2024-07-01 18:05:00,active,0.0,535
2742,405-3199110-8543516,15576126,current,2024-07-27 17:51:00,inactive,125785.23,649
2743,171-9446158-9170726,15658889,current,2024-07-07 23:49:00,closed,136444.25,689
2744,403-6039515-6350739,15667046,current,2024-07-27 11:18:00,inactive,121527.4,694
2745,171-8998979-4555540,15669957,saving,2024-07-19 7:47:00,active,144696.75,655
2746,408-3023236-1263553,15655794,saving,2024-07-12 9:31:00,closed,0.0,620
2747,405-4024381-8213142,15599829,saving,2024-07-08 7:24:00,active,0.0,577
2748,402-7594568-6797168,15753332,saving,2024-07-01 14:36:00,active,128140.17,401
2749,402-7002521-4403512,15671124,business,2024-07-12 4:25:00,active,120383.41,599
2750,403-4911240-1824344,15767474,business,2024-07-25 12:44:00,active,0.0,481
2751,171-9463409-0530732,15720671,current,2024-07-02 1:21:00,active,129735.3,704
2752,404-6327327-5317931,15626787,business,2024-07-13 12:28:00,closed,185078.26,698
2753,404-4580833-2024355,15774491,saving,2024-07-14 9:25:00,closed,0.0,480
2754,402-8726245-7973149,15579647,saving,2024-07-17 4:44:00,inactive,0.0,682
2755,402-8086196-7793156,15625522,current,2024-07-15 21:36:00,inactive,0.0,700
2756,406-2888190-8554707,15765806,saving,2024-07-04 23:14:00,active,144591.96,492
2757,171-1028074-1107529,15566708,saving,2024-07-22 7:45:00,inactive,0.0,444
2758,402-4442029-9654749,15668347,saving,2024-07-04 9:46:00,closed,0.0,624
2759,171-9971867-0049912,15575214,saving,2024-07-28 20:28:00,closed,0.0,709
2760,404-9369285-1714733,15591123,saving,2024-07-24 11:05:00,inactive,100194.44,557
2761,407-7104141-8322721,15573280,business,2024-07-16 4:43:00,inactive,145295.31,646
2762,408-4941904-5086712,15589018,saving,2024-07-06 18:49:00,active,106070.29,719
2763,402-7058104-9370726,15654495,saving,2024-07-07 13:29:00,closed,120621.89,706
2764,405-9357365-6048342,15597265,current,2024-07-16 8:10:00,inactive,0.0,660
2765,405-9030073-4428309,15733876,current,2024-07-03 8:50:00,inactive,0.0,667
2766,403-8567541-1385124,15677217,business,2024-07-23 12:00:00,active,0.0,705
2767,402-7841454-0043535,15747265,business,2024-07-26 18:11:00,closed,171283.91,598
2768,171-4970874-2361921,15713379,current,2024-07-22 3:06:00,closed,0.0,669
2769,407-7536707-9641158,15730433,saving,2024-07-10 0:31:00,active,128218.47,580
2770,171-8026246-2244339,15693347,business,2024-07-07 23:09:00,active,0.0,676
2771,407-5512922-1017131,15715465,business,2024-07-11 20:07:00,inactive,77776.39,714
2772,404-4850852-1051543,15680736,business,2024-07-21 1:25:00,closed,124978.19,597
2773,408-9338456-3970718,15610765,business,2024-07-30 1:29:00,closed,0.0,559
2774,171-0998262-4009138,15650034,saving,2024-07-20 14:59:00,active,0.0,564
2775,407-6464371-4721948,15782468,current,2024-07-29 3:46:00,inactive,109799.55,850
2776,407-6464371-4721948,15685109,saving,2024-07-20 10:25:00,closed,0.0,689
2777,407-1106081-8339549,15776233,business,2024-07-02 7:17:00,inactive,125397.21,758
2778,406-4272047-6672315,15761141,business,2024-07-22 12:53:00,inactive,0.0,604
2779,407-8750750-9600320,15781702,current,2024-07-17 6:52:00,active,111347.37,733
2780,405-5971645-4953925,15790235,current,2024-07-05 14:53:00,active,104291.41,778
2781,404-1287419-5957960,15641416,business,2024-07-06 18:10:00,active,94867.18,732
2782,404-9086564-6185934,15775234,business,2024-07-08 5:44:00,closed,0.0,646
2783,407-7730882-3240332,15659475,business,2024-07-06 9:24:00,active,135703.59,597
2784,171-9998126-0070740,15642202,current,2024-07-16 22:18:00,active,106453.53,821
2785,404-8075078-6920308,15771417,current,2024-07-30 22:59:00,inactive,132412.38,640
2786,408-6470580-6185147,15585100,saving,2024-07-21 18:51:00,inactive,124401.6,511
2787,406-3317906-1411501,15700487,current,2024-07-28 2:05:00,closed,118022.06,805
2788,407-4856709-0217915,15726589,business,2024-07-26 15:24:00,inactive,82531.11,540
2789,402-1425273-5885106,15747503,current,2024-07-04 11:10:00,closed,184552.12,705
