,transaction_id,customer_id,fraud_id,fraud_flag,froud_type,detection_method,detection_date
1584,399,15631460,4995,fraud,Unusual Time,ML,4/29/2022
1585,399,15692002,4995,normal,Velocity Fraud,ML,4/29/2022
1586,399,15595282,4995,fraud,Identity Theft,ML,4/29/2022
1587,399,15789548,4995,fraud,High Amount Transaction,Rule-Based,4/29/2022
1588,399,15758035,4995,fraud,Phishing Attack,ML,4/29/2022
1589,399,15617518,4995,normal,Identity Theft,ML,4/29/2022
1590,399,15651802,4995,normal,Unusual Time,Rule-Based,4/29/2022
1591,399,15631813,4995,fraud,Multiple Transactions In Short Time,Rule-Based,4/29/2022
1592,399,15729668,4995,fraud,Rapid Withdrawals,Rule-Based,4/29/2022
1593,399,15741728,4995,normal,Unusual Time,ML,4/29/2022
1594,399,15576676,4995,fraud,Duplicate Transaction,ML,4/29/2022
1595,399,15711378,4995,normal,Smurfing,ML,4/29/2022
1596,399,15765520,4995,fraud,Identity Theft,ML,4/29/2022
1597,399,15656726,4995,normal,Velocity Fraud,Rule-Based,4/29/2022
1598,399,15647842,4995,fraud,Unusual Time,ML,4/29/2022
1599,399,15719309,4995,fraud,Rapid Withdrawals,Rule-Based,4/29/2022
1600,399,15748718,4995,fraud,Suspicious Login,Rule-Based,4/29/2022
1601,399,15594404,4995,normal,Rapid Withdrawals,Rule-Based,4/29/2022
1602,399,15751158,4995,normal,Identity Theft,Rule-Based,4/29/2022
1603,399,15593470,4995,normal,New Device Activity,Rule-Based,4/29/2022
1604,399,15695129,4995,fraud,Identity Theft,ML,4/29/2022
1605,399,15640865,4995,normal,Account Takeover,ML,4/29/2022
1606,399,15714080,4995,fraud,Phishing Attack,ML,4/29/2022
1607,399,15648721,4995,normal,Money Laundering,Rule-Based,4/29/2022
1608,399,15801466,4995,fraud,High Amount Transaction,ML,4/29/2022
1609,399,15750248,4995,normal,Money Laundering,Rule-Based,4/29/2022
1610,399,15758726,4995,normal,Suspicious Login,ML,4/29/2022
1611,399,15781553,4995,normal,Phishing Attack,ML,4/29/2022
1612,399,15649121,4995,normal,Multiple Transactions In Short Time,ML,4/29/2022
1613,399,15674811,4995,normal,Phishing Attack,Rule-Based,4/29/2022
1614,399,15646037,4995,normal,Velocity Fraud,Rule-Based,4/29/2022
1615,399,15722578,4995,fraud,Smurfing,ML,4/29/2022
1616,399,15665695,4995,fraud,Unusual Location,Rule-Based,4/29/2022
1617,399,15801062,4995,fraud,Phishing Attack,Rule-Based,4/29/2022
1618,399,15662955,4995,normal,Phishing Attack,ML,4/29/2022
1619,399,15770309,4995,normal,New Device Activity,Rule-Based,4/29/2022
1620,399,15657386,4995,normal,Identity Theft,Rule-Based,4/29/2022
1621,399,15777797,4995,normal,Unusual Time,Rule-Based,4/29/2022
1622,399,15783955,4995,normal,New Device Activity,Rule-Based,4/29/2022
1623,399,15804516,4995,normal,Account Takeover,ML,4/29/2022
1624,399,15681758,4995,normal,Account Takeover,Rule-Based,4/29/2022
1625,399,15630321,4995,normal,Account Takeover,ML,4/29/2022
1626,399,15588248,4995,normal,Identity Theft,Rule-Based,4/29/2022
1627,399,15591932,4995,fraud,Smurfing,ML,4/29/2022
1628,399,15810347,4995,fraud,Card Not Present,ML,4/29/2022
1629,399,15595303,4995,normal,Multiple Transactions In Short Time,ML,4/29/2022
1630,399,15634950,4995,normal,Suspicious Login,ML,4/29/2022
1631,399,15685372,4995,normal,Smurfing,ML,4/29/2022
1632,399,15745827,4995,normal,Rapid Withdrawals,Rule-Based,4/29/2022
1633,399,15755868,4995,normal,Duplicate Transaction,Rule-Based,4/29/2022
1634,399,15735222,4995,normal,Account Takeover,Rule-Based,4/29/2022
1635,399,15604804,4995,fraud,Velocity Fraud,ML,4/29/2022
1636,399,15718944,4995,fraud,Unusual Location,Rule-Based,4/29/2022
1637,399,15678626,4995,normal,New Device Activity,Rule-Based,4/29/2022
1638,399,15571550,4995,fraud,Unusual Location,ML,4/29/2022
1639,399,15723053,4995,normal,Card Not Present,Rule-Based,4/29/2022
1640,399,15661528,4995,fraud,Smurfing,ML,4/29/2022
1641,399,15754177,4995,normal,Suspicious Login,Rule-Based,4/29/2022
1642,399,15683544,4995,normal,Rapid Withdrawals,Rule-Based,4/29/2022
1643,399,15708048,4995,normal,High Amount Transaction,ML,4/29/2022
1644,399,15701109,4995,fraud,Identity Theft,ML,4/29/2022
1645,399,15600110,4995,fraud,Identity Theft,Rule-Based,4/29/2022
1646,399,15651533,4995,normal,High Amount Transaction,ML,4/29/2022
1647,399,15777904,4995,fraud,Unusual Location,Rule-Based,4/29/2022
1648,399,15655574,4995,normal,Money Laundering,ML,4/29/2022
1649,399,15569423,4995,fraud,Suspicious Login,Rule-Based,4/29/2022
1650,399,15718106,4995,normal,Multiple Transactions In Short Time,ML,4/29/2022
1651,399,15585067,4995,normal,Rapid Withdrawals,ML,4/29/2022
1652,399,15675501,4995,normal,High Amount Transaction,ML,4/29/2022
1653,399,15633233,4995,fraud,Rapid Withdrawals,Rule-Based,4/29/2022
1654,399,15667134,4995,normal,Phishing Attack,ML,4/29/2022
1655,399,15659105,4995,fraud,Phishing Attack,ML,4/29/2022
1656,399,15575409,4995,fraud,Unusual Location,Rule-Based,4/29/2022
1657,399,15752342,4995,fraud,Suspicious Login,ML,4/29/2022
1658,399,15654851,4995,fraud,High Amount Transaction,ML,4/29/2022
1659,399,15741429,4995,fraud,Velocity Fraud,Rule-Based,4/29/2022
1660,399,15682356,4995,normal,Velocity Fraud,Rule-Based,4/29/2022
1661,399,15806447,4995,normal,Unusual Time,ML,4/29/2022
1662,399,15800229,4995,fraud,Rapid Withdrawals,Rule-Based,4/29/2022
1663,399,15663441,4995,normal,High Amount Transaction,Rule-Based,4/29/2022
1664,399,15791991,4995,normal,Duplicate Transaction,ML,4/29/2022
1665,399,15775082,4995,fraud,Account Takeover,ML,4/29/2022
1666,399,15579706,4995,fraud,Phishing Attack,ML,4/29/2022
1667,399,15718247,4995,normal,Unusual Time,Rule-Based,4/29/2022
1668,399,15755722,4995,normal,Velocity Fraud,Rule-Based,4/29/2022
1669,399,15582259,4995,fraud,Velocity Fraud,ML,4/29/2022
1670,399,15716994,4995,normal,Rapid Withdrawals,ML,4/29/2022
1671,399,15586880,4995,normal,Rapid Withdrawals,ML,4/29/2022
1672,399,15713854,4995,normal,Suspicious Login,Rule-Based,4/29/2022
1673,399,15780835,4995,normal,Account Takeover,ML,4/29/2022
1674,399,15675896,4995,fraud,Unusual Location,ML,4/29/2022
1675,399,15658459,4995,normal,Account Takeover,ML,4/29/2022
1676,399,15658057,4995,fraud,Unusual Location,ML,4/29/2022
1677,399,15801767,4995,normal,Velocity Fraud,ML,4/29/2022
1678,399,15569178,4995,fraud,Smurfing,Rule-Based,4/29/2022
1679,399,15731478,4995,normal,Unusual Time,ML,4/29/2022
1680,399,15811236,4995,fraud,Duplicate Transaction,Rule-Based,4/29/2022
1681,399,15746749,4995,fraud,Money Laundering,ML,4/29/2022
1682,399,15662758,4995,normal,Rapid Withdrawals,ML,4/29/2022
1683,399,15709387,4995,normal,Unusual Time,ML,4/29/2022
1684,399,15572093,4995,normal,Suspicious Login,ML,4/29/2022
1685,399,15713826,4995,normal,Unusual Location,Rule-Based,4/29/2022
1686,399,15570205,4995,fraud,Suspicious Login,ML,4/29/2022
1687,399,15589348,4995,normal,High Amount Transaction,Rule-Based,4/29/2022
1688,399,15804610,4995,fraud,Account Takeover,ML,4/29/2022
1689,399,15700854,4995,fraud,New Device Activity,Rule-Based,4/29/2022
1690,399,15758836,4995,fraud,Suspicious Login,ML,4/29/2022
1691,399,15772933,4995,fraud,Unusual Time,ML,4/29/2022
1692,399,15809006,4995,normal,Multiple Transactions In Short Time,Rule-Based,4/29/2022
1693,399,15689612,4995,normal,Suspicious Login,ML,4/29/2022
1694,399,15744614,4995,normal,Unusual Location,ML,4/29/2022
1695,399,15704250,4995,normal,Card Not Present,Rule-Based,4/29/2022
1696,399,15700255,4995,normal,Money Laundering,ML,4/29/2022
1697,399,15669410,4995,fraud,Velocity Fraud,Rule-Based,4/29/2022
1698,399,15807595,4995,fraud,Card Not Present,Rule-Based,4/29/2022
1699,399,15664523,4995,fraud,Suspicious Login,Rule-Based,4/29/2022
1700,399,15642833,4995,fraud,Card Not Present,ML,4/29/2022
1701,399,15605279,4995,normal,Identity Theft,ML,4/29/2022
1702,399,15713644,4995,normal,Suspicious Login,ML,4/29/2022
1703,399,15750466,4995,normal,Multiple Transactions In Short Time,ML,4/29/2022
1704,399,15739054,4995,normal,Card Not Present,Rule-Based,4/29/2022
1705,399,15612771,4995,normal,Rapid Withdrawals,ML,4/29/2022
1706,399,15788483,4995,fraud,High Amount Transaction,Rule-Based,4/29/2022
1707,399,15732832,4995,normal,Money Laundering,ML,4/29/2022
1708,399,15772892,4995,fraud,Identity Theft,ML,4/29/2022
1709,399,15713843,4995,normal,Card Not Present,ML,4/29/2022
1710,399,15567993,4995,normal,Suspicious Login,ML,4/29/2022
1711,399,15617603,4995,normal,Smurfing,Rule-Based,4/29/2022
1712,399,15744983,4995,fraud,Identity Theft,ML,4/29/2022
1713,399,15630419,4995,normal,Unusual Location,Rule-Based,4/29/2022
1714,399,15738828,4995,normal,Money Laundering,ML,4/29/2022
1715,399,15778025,4995,normal,Account Takeover,ML,4/29/2022
1716,399,15799479,4995,fraud,Rapid Withdrawals,ML,4/29/2022
1717,399,15684269,4995,normal,High Amount Transaction,Rule-Based,4/29/2022
1718,399,15762745,4995,fraud,Unusual Location,Rule-Based,4/29/2022
1719,399,15746970,4995,normal,Card Not Present,Rule-Based,4/29/2022
1720,399,15725024,4995,fraud,High Amount Transaction,ML,4/29/2022
1721,399,15592116,4995,normal,Rapid Withdrawals,Rule-Based,4/29/2022
1722,399,15624391,4995,normal,Card Not Present,ML,4/29/2022
1723,399,15567422,4995,normal,High Amount Transaction,Rule-Based,4/29/2022
1724,399,15612627,4995,fraud,Velocity Fraud,ML,4/29/2022
1725,399,15574879,4995,fraud,Smurfing,Rule-Based,4/29/2022
1726,399,15745107,4995,normal,Unusual Time,Rule-Based,4/29/2022
1727,399,15734491,4995,normal,New Device Activity,Rule-Based,4/29/2022
1728,399,15675320,4995,normal,Unusual Time,Rule-Based,4/29/2022
1729,399,15643824,4995,fraud,Account Takeover,ML,4/29/2022
1730,399,15643438,4995,normal,Rapid Withdrawals,ML,4/29/2022
1731,399,15721730,4995,fraud,New Device Activity,ML,4/29/2022
1732,399,15680727,4995,fraud,Multiple Transactions In Short Time,Rule-Based,4/29/2022
1733,399,15752508,4995,fraud,Multiple Transactions In Short Time,ML,4/29/2022
1734,399,15808846,4995,normal,Smurfing,ML,4/29/2022
1735,399,15727251,4995,fraud,Identity Theft,ML,4/29/2022
1736,399,15663489,4995,normal,Unusual Location,Rule-Based,4/29/2022
1737,399,15683677,4995,normal,Phishing Attack,Rule-Based,4/29/2022
1738,399,15596414,4995,normal,Rapid Withdrawals,ML,4/29/2022
1739,399,15730639,4995,fraud,Duplicate Transaction,ML,4/29/2022
1740,399,15672132,4995,normal,Card Not Present,ML,4/29/2022
1741,399,15742638,4995,fraud,Duplicate Transaction,ML,4/29/2022
1742,399,15578603,4995,fraud,Multiple Transactions In Short Time,ML,4/29/2022
1743,399,15726088,4995,fraud,Card Not Present,Rule-Based,4/29/2022
1744,399,15682533,4995,fraud,Identity Theft,ML,4/29/2022
1745,399,15772995,4995,normal,Velocity Fraud,ML,4/29/2022
1746,399,15765694,4995,normal,High Amount Transaction,ML,4/29/2022
1747,399,15659486,4995,fraud,Duplicate Transaction,Rule-Based,4/29/2022
1748,399,15568963,4995,fraud,Unusual Location,Rule-Based,4/29/2022
1749,399,15703820,4995,fraud,Phishing Attack,Rule-Based,4/29/2022
1750,399,15569410,4995,fraud,Account Takeover,ML,4/29/2022
1751,399,15632256,4995,fraud,Phishing Attack,Rule-Based,4/29/2022
1752,399,15724466,4995,fraud,Suspicious Login,Rule-Based,4/29/2022
1753,399,15777639,4995,fraud,Suspicious Login,Rule-Based,4/29/2022
1754,399,15802501,4995,fraud,Identity Theft,ML,4/29/2022
1755,399,15778410,4995,normal,High Amount Transaction,ML,4/29/2022
1756,399,15670702,4995,fraud,Card Not Present,Rule-Based,4/29/2022
1757,399,15704763,4995,fraud,Multiple Transactions In Short Time,Rule-Based,4/29/2022
1758,399,15645544,4995,fraud,Rapid Withdrawals,ML,4/29/2022
1759,399,15757646,4995,fraud,Suspicious Login,ML,4/29/2022
1760,399,15701121,4995,fraud,High Amount Transaction,ML,4/29/2022
1761,399,15796313,4995,fraud,Rapid Withdrawals,ML,4/29/2022
1762,399,15815660,4995,fraud,Phishing Attack,Rule-Based,4/29/2022
1763,399,15602844,4995,fraud,Identity Theft,Rule-Based,4/29/2022
1764,399,15636238,4995,normal,Money Laundering,ML,4/29/2022
1765,399,15770101,4995,fraud,Identity Theft,Rule-Based,4/29/2022
1766,399,15645543,4995,fraud,Unusual Location,ML,4/29/2022
1767,399,15596397,4995,fraud,Duplicate Transaction,Rule-Based,4/29/2022
1768,399,15770525,4995,normal,Smurfing,ML,4/29/2022
1769,399,15684267,4995,fraud,Velocity Fraud,ML,4/29/2022
1770,399,15689980,4995,fraud,Duplicate Transaction,ML,4/29/2022
1771,399,15633260,4995,fraud,Unusual Time,ML,4/29/2022
1772,399,15756471,4995,normal,Unusual Location,ML,4/29/2022
1773,399,15721303,4995,fraud,Smurfing,Rule-Based,4/29/2022
1774,399,15802256,4995,fraud,Unusual Location,ML,4/29/2022
1775,399,15725664,4995,normal,Suspicious Login,ML,4/29/2022
1776,399,15674851,4995,fraud,High Amount Transaction,ML,4/29/2022
1777,399,15701946,4995,normal,Account Takeover,Rule-Based,4/29/2022
1778,399,15748947,4995,fraud,High Amount Transaction,ML,4/29/2022
1779,399,15673342,4995,fraud,Multiple Transactions In Short Time,Rule-Based,4/29/2022
1780,399,15601008,4995,fraud,Phishing Attack,Rule-Based,4/29/2022
1781,399,15771636,4995,normal,Smurfing,ML,4/29/2022
1782,399,15642002,4995,fraud,Smurfing,Rule-Based,4/29/2022
1783,399,15693381,4995,normal,High Amount Transaction,Rule-Based,4/29/2022
1784,399,15607691,4995,fraud,Velocity Fraud,ML,4/29/2022
1785,399,15589380,4995,fraud,Suspicious Login,ML,4/29/2022
1786,399,15603846,4995,fraud,Duplicate Transaction,Rule-Based,4/29/2022
1787,399,15753549,4995,normal,Duplicate Transaction,Rule-Based,4/29/2022
1788,399,15725355,4995,fraud,Money Laundering,ML,4/29/2022
1789,399,15773017,4995,normal,Duplicate Transaction,ML,4/29/2022
1790,399,15625641,4995,fraud,Identity Theft,ML,4/29/2022
1791,399,15776467,4995,fraud,Unusual Location,ML,4/29/2022
1792,399,15746451,4995,normal,New Device Activity,Rule-Based,4/29/2022
1793,399,15777922,4995,fraud,Multiple Transactions In Short Time,Rule-Based,4/29/2022
1794,399,15606841,4995,fraud,Unusual Location,Rule-Based,4/29/2022
1795,399,15757648,4995,normal,Suspicious Login,Rule-Based,4/29/2022
1796,399,15677173,4995,fraud,Duplicate Transaction,Rule-Based,4/29/2022
1797,399,15764170,4995,fraud,High Amount Transaction,Rule-Based,4/29/2022
1798,399,15610446,4995,fraud,Unusual Time,ML,4/29/2022
1799,399,15612776,4995,normal,Unusual Time,ML,4/29/2022
1800,399,15794122,4995,fraud,Multiple Transactions In Short Time,ML,4/29/2022
1801,399,15774931,4995,normal,Money Laundering,ML,4/29/2022
1802,399,15779247,4995,normal,Multiple Transactions In Short Time,Rule-Based,4/29/2022
1803,399,15707078,4995,normal,Velocity Fraud,ML,4/29/2022
1804,399,15605263,4995,fraud,Multiple Transactions In Short Time,ML,4/29/2022
1805,399,15607381,4995,normal,Velocity Fraud,ML,4/29/2022
1806,399,15683471,4995,fraud,Phishing Attack,ML,4/29/2022
1807,399,15605037,4995,fraud,Account Takeover,Rule-Based,4/29/2022
1808,399,15576085,4995,fraud,Account Takeover,Rule-Based,4/29/2022
1809,399,15770435,4995,fraud,Velocity Fraud,ML,4/29/2022
1810,399,15592994,4995,normal,Velocity Fraud,ML,4/29/2022
1811,399,15624068,4995,fraud,Suspicious Login,ML,4/29/2022
1812,399,15595221,4995,fraud,Phishing Attack,Rule-Based,4/29/2022
1813,399,15637131,4995,normal,Phishing Attack,ML,4/29/2022
1814,399,15613471,4995,normal,Phishing Attack,ML,4/29/2022
1815,399,15583499,4995,normal,Unusual Location,ML,4/29/2022
1816,399,15752816,4995,fraud,Smurfing,ML,4/29/2022
1817,399,15804075,4995,normal,Velocity Fraud,Rule-Based,4/29/2022
1818,399,15800517,4995,fraud,Unusual Time,Rule-Based,4/29/2022
1819,399,15712319,4995,fraud,Smurfing,Rule-Based,4/29/2022
1820,399,15797389,4995,fraud,Unusual Location,ML,4/29/2022
1821,399,15621432,4995,normal,Smurfing,ML,4/29/2022
1822,399,15779390,4995,fraud,Money Laundering,ML,4/29/2022
1823,399,15711219,4995,fraud,Money Laundering,Rule-Based,4/29/2022
1824,399,15770498,4995,normal,Account Takeover,Rule-Based,4/29/2022
1825,399,15678727,4995,fraud,Suspicious Login,Rule-Based,4/29/2022
1826,399,15573893,4995,normal,Unusual Time,Rule-Based,4/29/2022
1827,399,15740104,4995,normal,New Device Activity,ML,4/29/2022
1828,399,15792649,4995,normal,High Amount Transaction,ML,4/29/2022
1829,399,15605275,4995,fraud,Velocity Fraud,ML,4/29/2022
1830,399,15572467,4995,normal,Unusual Time,Rule-Based,4/29/2022
1831,399,15738219,4995,fraud,Multiple Transactions In Short Time,Rule-Based,4/29/2022
1832,399,15600710,4995,normal,Money Laundering,Rule-Based,4/29/2022
1833,399,15804394,4995,normal,Duplicate Transaction,ML,4/29/2022
1834,399,15694188,4995,fraud,High Amount Transaction,Rule-Based,4/29/2022
1835,399,15583718,4995,fraud,Suspicious Login,ML,4/29/2022
1836,399,15802478,4995,normal,High Amount Transaction,Rule-Based,4/29/2022
1837,399,15619343,4995,normal,High Amount Transaction,ML,4/29/2022
1838,399,15758813,4995,fraud,High Amount Transaction,ML,4/29/2022
1839,399,15761374,4995,fraud,Multiple Transactions In Short Time,ML,4/29/2022
1840,399,15569209,4995,normal,New Device Activity,ML,4/29/2022
1841,399,15788539,4995,fraud,New Device Activity,ML,4/29/2022
1842,399,15747222,4995,fraud,Unusual Location,Rule-Based,4/29/2022
1843,399,15769346,4995,normal,Identity Theft,Rule-Based,4/29/2022
1844,399,15699634,4995,fraud,Smurfing,Rule-Based,4/29/2022
1845,399,15589076,4995,normal,Money Laundering,Rule-Based,4/29/2022
1846,399,15812338,4995,fraud,New Device Activity,ML,4/29/2022
1847,399,15758845,4995,normal,Phishing Attack,ML,4/29/2022
1848,399,15685844,4995,fraud,Smurfing,ML,4/29/2022
1849,399,15583090,4995,normal,Duplicate Transaction,ML,4/29/2022
1850,399,15587581,4995,fraud,Account Takeover,ML,4/29/2022
1851,399,15633640,4995,fraud,New Device Activity,Rule-Based,4/29/2022
1852,399,15573741,4995,fraud,Suspicious Login,ML,4/29/2022
1853,399,15633574,4995,fraud,Duplicate Transaction,Rule-Based,4/29/2022
1854,399,15711455,4995,fraud,Velocity Fraud,Rule-Based,4/29/2022
1855,399,15570601,4995,normal,Phishing Attack,ML,4/29/2022
1856,399,15690925,4995,normal,Multiple Transactions In Short Time,Rule-Based,4/29/2022
1857,399,15709338,4995,fraud,Smurfing,ML,4/29/2022
1858,399,15780746,4995,normal,Card Not Present,Rule-Based,4/29/2022
1859,399,15681956,4995,normal,Multiple Transactions In Short Time,Rule-Based,4/29/2022
1860,399,15778190,4995,fraud,Rapid Withdrawals,Rule-Based,4/29/2022
1861,399,15786852,4995,fraud,Suspicious Login,ML,4/29/2022
1862,399,15726494,4995,normal,New Device Activity,Rule-Based,4/29/2022
1863,399,15641183,4995,normal,Identity Theft,ML,4/29/2022
1864,399,15805312,4995,fraud,Smurfing,ML,4/29/2022
1865,399,15636572,4995,normal,Smurfing,Rule-Based,4/29/2022
1866,399,15632575,4995,normal,Velocity Fraud,ML,4/29/2022
1867,399,15740164,4995,normal,Account Takeover,Rule-Based,4/29/2022
1868,399,15574947,4995,normal,Phishing Attack,Rule-Based,4/29/2022
1869,399,15597909,4995,fraud,Suspicious Login,ML,4/29/2022
1870,399,15782574,4995,normal,Rapid Withdrawals,ML,4/29/2022
1871,399,15734999,4995,fraud,High Amount Transaction,ML,4/29/2022
1872,399,15706593,4995,normal,Duplicate Transaction,ML,4/29/2022
1873,399,15766686,4995,normal,New Device Activity,Rule-Based,4/29/2022
1874,399,15590268,4995,fraud,Account Takeover,ML,4/29/2022
1875,399,15763055,4995,normal,Velocity Fraud,ML,4/29/2022
1876,399,15664754,4995,normal,Rapid Withdrawals,ML,4/29/2022
1877,399,15643630,4995,normal,Suspicious Login,ML,4/29/2022
1878,399,15641043,4995,normal,High Amount Transaction,ML,4/29/2022
1879,399,15768095,4995,normal,Unusual Location,ML,4/29/2022
1880,399,15811314,4995,fraud,Account Takeover,Rule-Based,4/29/2022
1881,399,15669922,4995,normal,Smurfing,ML,4/29/2022
1882,399,15707114,4995,fraud,Rapid Withdrawals,Rule-Based,4/29/2022
1883,399,15670602,4995,fraud,Account Takeover,ML,4/29/2022
1884,399,15713479,4995,fraud,Velocity Fraud,Rule-Based,4/29/2022
1885,399,15663830,4995,fraud,Duplicate Transaction,Rule-Based,4/29/2022
1886,399,15566958,4995,fraud,Duplicate Transaction,Rule-Based,4/29/2022
1887,399,15680918,4995,normal,Multiple Transactions In Short Time,ML,4/29/2022
1888,399,15663921,4995,fraud,Card Not Present,ML,4/29/2022
1889,399,15716324,4995,normal,Suspicious Login,ML,4/29/2022
1890,399,15796969,4995,fraud,Money Laundering,ML,4/29/2022
1891,399,15574783,4995,fraud,Unusual Location,ML,4/29/2022
1892,399,15773487,4995,normal,Unusual Time,Rule-Based,4/29/2022
1893,399,15802486,4995,normal,Unusual Time,ML,4/29/2022
1894,399,15783398,4995,fraud,Card Not Present,Rule-Based,4/29/2022
1895,399,15649418,4995,fraud,Suspicious Login,Rule-Based,4/29/2022
1896,399,15604588,4995,fraud,Unusual Location,Rule-Based,4/29/2022
1897,399,15735428,4995,normal,Phishing Attack,Rule-Based,4/29/2022
1898,399,15629078,4995,fraud,Duplicate Transaction,Rule-Based,4/29/2022
1899,399,15806880,4995,normal,Unusual Time,ML,4/29/2022
1900,399,15754999,4995,fraud,Unusual Location,Rule-Based,4/29/2022
1901,399,15781034,4995,fraud,Duplicate Transaction,Rule-Based,4/29/2022
1902,399,15622017,4995,normal,Suspicious Login,Rule-Based,4/29/2022
1903,399,15705885,4995,fraud,Unusual Location,Rule-Based,4/29/2022
1904,399,15677382,4995,fraud,Unusual Location,Rule-Based,4/29/2022
1905,399,15566843,4995,fraud,High Amount Transaction,Rule-Based,4/29/2022
1906,399,15608387,4995,fraud,Suspicious Login,Rule-Based,4/29/2022
1907,399,15810786,4995,normal,Velocity Fraud,ML,4/29/2022
1908,399,15626983,4995,fraud,Multiple Transactions In Short Time,ML,4/29/2022
1909,399,15773605,4995,normal,Multiple Transactions In Short Time,ML,4/29/2022
1910,399,15811261,4995,fraud,Card Not Present,Rule-Based,4/29/2022
1911,399,15590606,4995,normal,Account Takeover,ML,4/29/2022
1912,399,15576644,4995,normal,Phishing Attack,Rule-Based,4/29/2022
1913,399,15750264,4995,normal,Suspicious Login,Rule-Based,4/29/2022
1914,399,15741554,4995,normal,Suspicious Login,ML,4/29/2022
1915,399,15769051,4995,normal,Card Not Present,ML,4/29/2022
1916,399,15812198,4995,fraud,Card Not Present,ML,4/29/2022
1917,399,15699772,4995,fraud,Multiple Transactions In Short Time,Rule-Based,4/29/2022
1918,399,15744105,4995,normal,Unusual Time,ML,4/29/2022
1919,399,15739858,4995,normal,Unusual Location,Rule-Based,4/29/2022
1920,399,15723720,4995,normal,Unusual Location,ML,4/29/2022
1921,399,15638355,4995,normal,New Device Activity,Rule-Based,4/29/2022
1922,399,15805637,4995,fraud,Smurfing,ML,4/29/2022
1923,399,15629575,4995,normal,Rapid Withdrawals,Rule-Based,4/29/2022
1924,399,15586243,4995,fraud,Unusual Location,Rule-Based,4/29/2022
1925,399,15757931,4995,normal,High Amount Transaction,ML,4/29/2022
1926,399,15716023,4995,normal,Account Takeover,Rule-Based,4/29/2022
1927,399,15647782,4995,fraud,Smurfing,ML,4/29/2022
1928,399,15716609,4995,fraud,High Amount Transaction,ML,4/29/2022
1929,399,15623791,4995,fraud,Account Takeover,ML,4/29/2022
1930,399,15627262,4995,normal,Velocity Fraud,Rule-Based,4/29/2022
1931,399,15652693,4995,fraud,Suspicious Login,ML,4/29/2022
1932,399,15586993,4995,fraud,Unusual Location,ML,4/29/2022
1933,399,15815560,4995,fraud,New Device Activity,Rule-Based,4/29/2022
1934,399,15584930,4995,normal,Unusual Time,Rule-Based,4/29/2022
1935,399,15799031,4995,normal,Smurfing,ML,4/29/2022
1936,399,15810457,4995,fraud,Suspicious Login,Rule-Based,4/29/2022
1937,399,15697879,4995,normal,Account Takeover,Rule-Based,4/29/2022
1938,399,15594902,4995,fraud,Multiple Transactions In Short Time,ML,4/29/2022
1939,399,15799710,4995,fraud,Rapid Withdrawals,Rule-Based,4/29/2022
1940,399,15659651,4995,normal,Account Takeover,ML,4/29/2022
1941,399,15645956,4995,normal,Smurfing,Rule-Based,4/29/2022
1942,399,15651713,4995,fraud,Multiple Transactions In Short Time,Rule-Based,4/29/2022
1943,399,15737265,4995,fraud,Card Not Present,ML,4/29/2022
1944,399,15687310,4995,normal,Suspicious Login,Rule-Based,4/29/2022
1945,399,15607347,4995,normal,Velocity Fraud,Rule-Based,4/29/2022
1946,399,15698321,4995,fraud,Unusual Location,ML,4/29/2022
1947,399,15657812,4995,fraud,Account Takeover,Rule-Based,4/29/2022
1948,399,15569187,4995,fraud,Suspicious Login,Rule-Based,4/29/2022
1949,399,15681562,4995,normal,Smurfing,Rule-Based,4/29/2022
1950,399,15615456,4995,fraud,Money Laundering,ML,4/29/2022
1951,399,15589793,4995,normal,Money Laundering,ML,4/29/2022
1952,399,15781884,4995,fraud,Duplicate Transaction,Rule-Based,4/29/2022
1953,399,15675190,4995,fraud,High Amount Transaction,Rule-Based,4/29/2022
1954,399,15600734,4995,normal,Rapid Withdrawals,ML,4/29/2022
1955,399,15779176,4995,fraud,Unusual Time,Rule-Based,4/29/2022
1956,399,15605286,4995,fraud,Unusual Time,Rule-Based,4/29/2022
1957,399,15674922,4995,fraud,New Device Activity,Rule-Based,4/29/2022
1958,399,15737506,4995,fraud,Rapid Withdrawals,ML,4/29/2022
1959,399,15780514,4995,fraud,Smurfing,ML,4/29/2022
1960,399,15623647,4995,normal,Identity Theft,ML,4/29/2022
1961,399,15668472,4995,fraud,Velocity Fraud,ML,4/29/2022
1962,399,15692416,4995,normal,Multiple Transactions In Short Time,ML,4/29/2022
1963,399,15771139,4995,fraud,Card Not Present,Rule-Based,4/29/2022
1964,399,15738318,4995,normal,Money Laundering,ML,4/29/2022
1965,399,15772243,4995,normal,Unusual Location,ML,4/29/2022
1966,399,15638463,4995,fraud,Suspicious Login,ML,4/29/2022
1967,399,15598088,4995,fraud,Duplicate Transaction,ML,4/29/2022
1968,399,15693468,4995,fraud,Smurfing,Rule-Based,4/29/2022
1969,399,15671930,4995,fraud,Identity Theft,ML,4/29/2022
1970,399,15762268,4995,fraud,New Device Activity,Rule-Based,4/29/2022
1971,399,15780954,4995,normal,High Amount Transaction,Rule-Based,4/29/2022
1972,399,15700174,4995,normal,Identity Theft,ML,4/29/2022
1973,399,15635728,4995,normal,Account Takeover,Rule-Based,4/29/2022
1974,399,15679283,4995,fraud,Money Laundering,Rule-Based,4/29/2022
