,account_id,transaction_id,customer_id,transaction_date,transaction_time,transaction_type,amount,balance_after_transaction,channel,transaction_status
2117,408-2453599-7697145,399,15652540,4/29/2022,23:27:00,transfer,,,mobile,failed
2118,408-5213768-6029950,399,15774857,4/29/2022,22:05:00,withdrawal,,,mobile,succes
2119,408-6659116-0906718,399,15791836,4/29/2022,12:39:00,payment,,,online,succes
2120,408-1988392-9252313,399,15651554,4/29/2022,13:00:00,transfer,,,branch,succes
2121,407-0994282-1109911,399,15583576,4/29/2022,17:55:00,withdrawal,,,branch,succes
2122,407-0587492-6776324,399,15732740,4/29/2022,6:40:00,transfer,,,branch,succes
2123,404-3632880-9304305,399,15723320,4/29/2022,14:44:00,payment,,,mobile,failed
2124,407-7393617-5480330,399,15603851,4/29/2022,12:24:00,payment,,,ATM,succes
2125,407-8461738-2228314,399,15777923,4/29/2022,6:59:00,withdrawal,,,online,succes
2126,408-4185500-2329134,399,15735719,4/29/2022,18:33:00,withdrawal,,,ATM,failed
2127,171-4502176-0991515,399,15703482,4/29/2022,9:18:00,transfer,,,online,failed
2128,404-0808906-2389905,399,15605835,4/29/2022,17:40:00,withdrawal,,,branch,failed
2129,406-2887147-6410739,399,15664881,4/29/2022,16:21:00,transfer,,,ATM,failed
2130,171-3687103-6153167,399,15757568,4/29/2022,11:50:00,payment,,,online,failed
2131,405-2834129-5029105,399,15792660,4/29/2022,10:47:00,payment,,,mobile,failed
2132,405-4580146-5622759,399,15599722,4/29/2022,3:44:00,withdrawal,,,ATM,succes
2133,406-7680753-4797147,399,15726354,4/29/2022,20:40:00,deposit,,,online,failed
2134,171-1963311-9446720,399,15610355,4/29/2022,11:24:00,withdrawal,,,online,succes
2135,171-1459952-0132331,399,15704284,4/29/2022,4:29:00,withdrawal,,,branch,succes
2136,171-4977179-4269108,399,15621893,4/29/2022,2:17:00,withdrawal,,,branch,failed
2137,171-5984560-0937925,399,15588219,4/29/2022,20:49:00,transfer,,,branch,succes
2138,405-7792943-1373155,399,15688619,4/29/2022,12:47:00,payment,,,online,succes
2139,408-5687276-3227521,399,15765518,4/29/2022,17:13:00,payment,,,ATM,succes
2140,407-4438981-1990722,399,15616931,4/29/2022,2:44:00,payment,,,branch,failed
2141,406-9483947-6293906,399,15758372,4/29/2022,15:35:00,withdrawal,,,ATM,failed
2142,407-7497681-0210766,399,15782591,4/29/2022,17:22:00,payment,,,online,failed
2143,402-1012538-2861105,399,15612109,4/29/2022,10:30:00,transfer,,,online,succes
2144,171-2787536-3745169,399,15613712,4/29/2022,19:05:00,deposit,,,ATM,succes
2145,403-8593239-6324353,399,15639322,4/29/2022,5:42:00,payment,,,mobile,succes
2146,408-5317065-2842709,399,15594349,4/29/2022,2:56:00,transfer,,,ATM,succes
2147,405-3840031-0416361,399,15574167,4/29/2022,4:55:00,payment,,,branch,failed
2148,408-5740056-2632317,399,15811842,4/29/2022,19:11:00,withdrawal,,,ATM,succes
2149,407-6209478-4940350,399,15648794,4/29/2022,17:01:00,withdrawal,,,online,failed
2150,403-6895413-5606751,399,15771211,4/29/2022,7:47:00,payment,,,ATM,succes
2151,408-6003340-0632330,399,15588614,4/29/2022,16:22:00,deposit,,,mobile,succes
2152,408-8404034-6727569,399,15630698,4/29/2022,7:29:00,deposit,,,mobile,failed
2153,405-3785775-0227556,399,15694200,4/29/2022,8:13:00,transfer,,,mobile,failed
2154,405-2756529-8689123,399,15721426,4/29/2022,0:31:00,payment,,,mobile,failed
2155,407-6965720-0843551,399,15725997,4/29/2022,1:29:00,deposit,,,branch,failed
2156,404-8525115-3493163,399,15762138,4/29/2022,6:06:00,deposit,,,online,failed
2157,404-3370292-0401110,399,15750649,4/29/2022,8:46:00,withdrawal,,,ATM,succes
2158,404-3370292-0401110,399,15685706,4/29/2022,7:08:00,withdrawal,,,ATM,failed
2159,404-3370292-0401110,399,15641835,4/29/2022,20:11:00,payment,,,online,succes
2160,404-8606213-6076346,399,15586821,4/29/2022,1:28:00,deposit,,,branch,failed
2161,403-3999249-0570763,399,15569678,4/29/2022,16:03:00,payment,,,branch,failed
2162,404-1227975-7409927,399,15793842,4/29/2022,16:33:00,withdrawal,,,branch,succes
2163,407-1752636-9445159,399,15667554,4/29/2022,15:17:00,payment,,,mobile,succes
2164,408-4376013-4211521,399,15794479,4/29/2022,14:25:00,transfer,,,branch,succes
2165,404-6204825-9085913,399,15585041,4/29/2022,12:59:00,payment,,,ATM,succes
2166,404-5211118-9997102,399,15780650,4/29/2022,23:13:00,withdrawal,,,mobile,failed
2167,403-7659532-1672336,399,15780846,4/29/2022,5:48:00,transfer,,,branch,succes
2168,408-0200358-6041967,399,15805260,4/29/2022,3:32:00,deposit,,,branch,succes
2169,403-5857689-3532303,399,15621629,4/29/2022,16:38:00,transfer,,,online,succes
2170,404-5172601-7596324,399,15662151,4/29/2022,13:00:00,transfer,,,branch,succes
2171,402-7765194-7677124,399,15747174,4/29/2022,13:43:00,payment,,,online,succes
2172,402-2836291-6832332,399,15651585,4/29/2022,7:06:00,transfer,,,ATM,succes
2173,407-7032900-9102725,399,15649738,4/29/2022,4:56:00,deposit,,,mobile,succes
2174,406-0843035-6872369,399,15633108,4/29/2022,23:37:00,withdrawal,,,ATM,succes
2175,171-3045745-1353956,399,15769254,4/29/2022,17:39:00,payment,,,ATM,succes
2176,171-9512438-9389959,399,15704746,4/29/2022,16:42:00,payment,,,branch,failed
2177,403-1891157-7625125,399,15637644,4/29/2022,7:26:00,withdrawal,,,mobile,succes
2178,171-6513341-1148308,399,15609562,4/29/2022,23:28:00,payment,,,branch,failed
2179,406-5248033-8120310,399,15787459,4/29/2022,0:25:00,withdrawal,,,ATM,succes
2180,405-6003990-2038700,399,15762902,4/29/2022,19:45:00,payment,,,branch,succes
2181,404-1941839-3360319,399,15738605,4/29/2022,5:24:00,deposit,,,branch,failed
2182,171-4848506-9169918,399,15724889,4/29/2022,20:55:00,deposit,,,ATM,succes
2183,408-4397078-1877956,399,15730735,4/29/2022,13:16:00,payment,,,ATM,succes
2184,408-1387279-5661926,399,15689147,4/29/2022,1:51:00,payment,,,mobile,succes
2185,406-0317784-3647538,399,15730397,4/29/2022,7:21:00,payment,,,online,succes
2186,171-1582874-8197145,399,15762169,4/29/2022,3:50:00,deposit,,,mobile,succes
2187,402-8481865-0845924,399,15589320,4/29/2022,3:43:00,withdrawal,,,branch,succes
2188,402-8481865-0845924,399,15799211,4/29/2022,7:53:00,payment,,,ATM,succes
2189,407-8699712-7129943,399,15798310,4/29/2022,2:33:00,deposit,,,ATM,succes
2190,402-5282932-6585941,399,15609998,4/29/2022,1:08:00,withdrawal,,,online,succes
2191,171-5393695-9460348,399,15583548,4/29/2022,23:48:00,payment,,,branch,succes
2192,408-7664192-2708342,399,15761763,4/29/2022,9:04:00,transfer,,,online,succes
2193,405-8581606-2167554,399,15764409,4/29/2022,8:05:00,deposit,,,branch,failed
2194,405-4334043-4668361,399,15710161,4/29/2022,3:47:00,payment,,,branch,succes
2195,171-7759791-4183521,399,15735246,4/29/2022,22:14:00,deposit,,,branch,failed
2196,402-1336989-5856302,399,15791700,4/29/2022,19:50:00,deposit,,,online,succes
2197,405-8393493-7140339,399,15670753,4/29/2022,4:40:00,withdrawal,,,branch,succes
2198,404-4780618-5588361,399,15573876,4/29/2022,22:56:00,withdrawal,,,online,failed
2199,405-8531562-6961911,399,15770174,4/29/2022,18:40:00,deposit,,,branch,succes
2200,405-8531562-6961911,399,15641114,4/29/2022,13:29:00,transfer,,,mobile,succes
2201,408-1525442-6252335,399,15682435,4/29/2022,1:01:00,transfer,,,mobile,failed
2202,404-6495532-6034723,399,15751788,4/29/2022,1:22:00,withdrawal,,,branch,succes
2203,402-7404364-7825927,399,15672598,4/29/2022,23:13:00,withdrawal,,,mobile,succes
2204,402-7304109-3469944,399,15762803,4/29/2022,7:18:00,withdrawal,,,online,succes
2205,408-5261111-7951542,399,15812982,4/29/2022,20:53:00,transfer,,,online,failed
2206,171-5012923-4608350,399,15597901,4/29/2022,23:16:00,payment,,,ATM,failed
2207,403-6083581-0026753,399,15731507,4/29/2022,17:47:00,transfer,,,mobile,failed
2208,403-7019094-1113158,399,15809826,4/29/2022,16:04:00,transfer,,,branch,succes
2209,408-4613638-7006765,399,15764237,4/29/2022,5:40:00,withdrawal,,,mobile,succes
2210,171-4115262-8763502,399,15769917,4/29/2022,17:17:00,payment,,,branch,succes
2211,407-2362284-4507534,399,15641850,4/29/2022,0:40:00,deposit,,,online,succes
2212,406-3632521-5060318,399,15770974,4/29/2022,22:34:00,transfer,,,branch,failed
2213,408-6016431-2842735,399,15803749,4/29/2022,10:14:00,deposit,,,ATM,succes
2214,407-3875557-5277938,399,15684999,4/29/2022,23:42:00,transfer,,,ATM,succes
2215,402-1856762-7029928,399,15770225,4/29/2022,6:29:00,deposit,,,ATM,succes
2216,171-7807544-4931504,399,15627484,4/29/2022,4:39:00,transfer,,,online,succes
2217,406-3934679-9617915,399,15610337,4/29/2022,9:51:00,payment,,,branch,succes
2218,407-1739162-7473945,399,15752488,4/29/2022,1:59:00,deposit,,,online,failed
2219,171-5699218-3238749,399,15610056,4/29/2022,0:09:00,payment,,,online,succes
2220,405-9324401-8700345,399,15806049,4/29/2022,15:32:00,payment,,,ATM,succes
2221,171-0853416-8442754,399,15736069,4/29/2022,4:27:00,withdrawal,,,branch,failed
2222,408-7733659-5569911,399,15763662,4/29/2022,7:10:00,transfer,,,mobile,succes
2223,405-3822611-8737151,399,15615575,4/29/2022,7:39:00,payment,,,mobile,failed
2224,402-7248383-3839525,399,15691723,4/29/2022,2:16:00,transfer,,,mobile,failed
2225,405-9376741-6381951,399,15774098,4/29/2022,4:42:00,payment,,,online,failed
2226,408-2205948-2498738,399,15750808,4/29/2022,22:12:00,deposit,,,online,failed
2227,406-4092243-2219507,399,15744368,4/29/2022,0:14:00,deposit,,,ATM,succes
2228,405-1197758-1637964,399,15610594,4/29/2022,7:34:00,withdrawal,,,branch,succes
2229,408-4448823-4227532,399,15756125,4/29/2022,17:39:00,deposit,,,mobile,succes
2230,408-2270446-9905109,399,15623277,4/29/2022,6:58:00,withdrawal,,,ATM,succes
2231,403-5057919-7279569,399,15795954,4/29/2022,4:21:00,transfer,,,online,failed
2232,402-0688231-1653124,399,15671969,4/29/2022,22:21:00,payment,,,ATM,failed
2233,408-0983994-1719528,399,15791268,4/29/2022,9:08:00,payment,,,online,succes
2234,171-9750522-7013130,399,15713655,4/29/2022,20:58:00,withdrawal,,,online,failed
2235,171-0797172-0785118,399,15633930,4/29/2022,20:19:00,deposit,,,mobile,succes
2236,402-8944644-5629159,399,15712849,4/29/2022,19:14:00,withdrawal,,,mobile,succes
2237,408-0908889-7114705,399,15639077,4/29/2022,18:11:00,deposit,,,branch,failed
2238,171-1044209-0397941,399,15808784,4/29/2022,23:44:00,transfer,,,ATM,succes
2239,408-2819622-6873118,399,15648577,4/29/2022,2:31:00,withdrawal,,,online,succes
2240,171-6570206-9761930,399,15670345,4/29/2022,7:20:00,deposit,,,mobile,succes
2241,403-5482332-6106756,399,15633112,4/29/2022,0:49:00,withdrawal,,,ATM,succes
2242,403-2334781-1809110,399,15714397,4/29/2022,6:30:00,payment,,,branch,succes
2243,403-2334781-1809110,399,15780038,4/29/2022,21:14:00,withdrawal,,,ATM,failed
2244,403-2334781-1809110,399,15756305,4/29/2022,18:35:00,payment,,,ATM,succes
2245,403-4785424-4678724,399,15578799,4/29/2022,15:10:00,deposit,,,online,failed
2246,408-6177793-2667547,399,15800326,4/29/2022,5:37:00,deposit,,,ATM,failed
2247,406-5847249-9958750,399,15785485,4/29/2022,7:56:00,payment,,,mobile,failed
2248,408-3345680-3780344,399,15783958,4/29/2022,10:43:00,payment,,,ATM,succes
2249,402-6142342-9924348,399,15727546,4/29/2022,22:25:00,deposit,,,ATM,failed
2250,402-6142342-9924348,399,15739576,4/29/2022,17:08:00,transfer,,,online,succes
2251,402-2710300-6710716,399,15631333,4/29/2022,17:24:00,payment,,,online,failed
2252,402-2710300-6710716,399,15604782,4/29/2022,2:30:00,deposit,,,branch,failed
2253,402-2710300-6710716,399,15589643,4/29/2022,1:59:00,withdrawal,,,online,failed
2254,403-2596702-6514760,399,15585533,4/29/2022,21:21:00,deposit,,,online,succes
2255,405-8485793-2548363,399,15681506,4/29/2022,2:32:00,deposit,,,mobile,failed
2256,402-8557730-0072324,399,15630551,4/29/2022,0:11:00,withdrawal,,,mobile,failed
2257,405-4565903-4299568,399,15698349,4/29/2022,0:08:00,transfer,,,mobile,failed
2258,407-4003600-0896357,399,15776631,4/29/2022,12:01:00,withdrawal,,,ATM,failed
2259,403-8771299-4105945,399,15762216,4/29/2022,11:53:00,transfer,,,mobile,failed
2260,403-6673881-9872368,399,15623927,4/29/2022,16:09:00,payment,,,mobile,failed
2261,405-7622200-4691562,399,15681402,4/29/2022,21:14:00,withdrawal,,,mobile,failed
2262,406-2454684-7585134,399,15586264,4/29/2022,20:05:00,deposit,,,mobile,failed
2263,171-6287821-0153166,399,15594685,4/29/2022,3:16:00,withdrawal,,,ATM,succes
2264,408-0782945-5040343,399,15812945,4/29/2022,22:01:00,payment,,,ATM,succes
2265,171-3264758-6929169,399,15734628,4/29/2022,6:21:00,deposit,,,online,failed
2266,171-1587240-6125147,399,15629323,4/29/2022,16:42:00,payment,,,mobile,failed
2267,406-2079098-8789933,399,15666823,4/29/2022,23:22:00,deposit,,,branch,succes
2268,404-4693257-2362768,399,15777553,4/29/2022,16:32:00,transfer,,,mobile,succes
2269,408-2348004-6239507,399,15613097,4/29/2022,23:56:00,withdrawal,,,mobile,failed
2270,406-7922708-4077955,399,15622217,4/29/2022,15:49:00,deposit,,,ATM,succes
2271,402-0630407-8338763,399,15703588,4/29/2022,4:23:00,payment,,,mobile,succes
2272,406-6707372-0006700,399,15570835,4/29/2022,17:47:00,deposit,,,mobile,failed
2273,408-8650666-8560353,399,15679299,4/29/2022,12:57:00,transfer,,,ATM,succes
2274,408-5991216-1716364,399,15808044,4/29/2022,13:45:00,deposit,,,branch,failed
2275,405-4962143-9534708,399,15579208,4/29/2022,23:05:00,deposit,,,branch,failed
2276,408-6924949-4621941,399,15684951,4/29/2022,11:06:00,withdrawal,,,branch,succes
2277,403-8181676-8705930,399,15667620,4/29/2022,16:40:00,transfer,,,online,failed
2278,407-2975264-9647531,399,15582960,4/29/2022,14:33:00,transfer,,,mobile,failed
2279,403-2105935-0090702,399,15590730,4/29/2022,5:52:00,transfer,,,branch,failed
2280,171-8348578-5607506,399,15763747,4/29/2022,9:02:00,deposit,,,branch,failed
2281,403-3329838-9233131,399,15778320,4/29/2022,10:51:00,payment,,,online,failed
2282,407-5263296-1014753,399,15642787,4/29/2022,11:42:00,deposit,,,online,succes
2283,404-2456272-1917924,399,15624633,4/29/2022,21:53:00,payment,,,ATM,failed
2284,404-9270302-7523523,399,15766765,4/29/2022,10:12:00,deposit,,,branch,failed
2285,171-5520364-6189957,399,15783615,4/29/2022,7:24:00,deposit,,,branch,succes
2286,171-3696524-5536358,399,15640161,4/29/2022,19:00:00,transfer,,,mobile,succes
2287,406-2081505-1858706,399,15619889,4/29/2022,2:58:00,withdrawal,,,branch,failed
2288,405-4998509-2410735,399,15579166,4/29/2022,10:30:00,payment,,,branch,succes
2289,405-1536760-2101952,399,15789097,4/29/2022,22:04:00,withdrawal,,,online,succes
2290,406-2282143-0463568,399,15674880,4/29/2022,3:08:00,deposit,,,online,failed
2291,403-2240141-6287513,399,15778157,4/29/2022,13:19:00,withdrawal,,,online,succes
2292,408-9642457-7973163,399,15779064,4/29/2022,2:27:00,withdrawal,,,branch,succes
2293,402-1066956-4303566,399,15801265,4/29/2022,13:09:00,withdrawal,,,ATM,failed
2294,402-5662161-8277132,399,15589204,4/29/2022,5:38:00,payment,,,mobile,succes
2295,408-8447246-2180344,399,15664543,4/29/2022,17:14:00,payment,,,branch,succes
2296,403-1799426-0294728,399,15582714,4/29/2022,23:13:00,transfer,,,branch,failed
2297,407-6159634-3080303,399,15797595,4/29/2022,9:13:00,payment,,,mobile,failed
2298,402-9595202-8226739,399,15614034,4/29/2022,22:28:00,payment,,,mobile,succes
2299,407-2258000-0430715,399,15763171,4/29/2022,9:55:00,payment,,,online,succes
2300,408-4225652-6758727,399,15647266,4/29/2022,21:44:00,payment,,,mobile,failed
2301,404-1122446-4561116,399,15757577,4/29/2022,12:17:00,transfer,,,online,succes
2302,405-9347902-5844303,399,15736656,4/29/2022,12:30:00,withdrawal,,,branch,succes
2303,407-2591048-6591534,399,15635078,4/29/2022,22:14:00,deposit,,,online,succes
2304,403-2805557-0853950,399,15680141,4/29/2022,19:52:00,deposit,,,branch,succes
2305,171-3497301-6427555,399,15576945,4/29/2022,8:57:00,payment,,,branch,failed
2306,402-5034342-3023569,399,15602034,4/29/2022,1:01:00,payment,,,online,succes
2307,171-5312004-9387546,399,15732020,4/29/2022,2:44:00,withdrawal,,,mobile,failed
2308,407-8867334-1140354,399,15611029,4/29/2022,10:00:00,payment,,,ATM,failed
2309,406-9446954-7062714,399,15621210,4/29/2022,13:09:00,deposit,,,ATM,failed
2310,406-7321631-8224320,399,15569222,4/29/2022,10:42:00,transfer,,,ATM,succes
2311,405-5586805-1537908,399,15664639,4/29/2022,17:01:00,payment,,,online,failed
2312,407-6094579-5686709,399,15724223,4/29/2022,9:42:00,withdrawal,,,mobile,succes
2313,406-7090376-3457165,399,15644621,4/29/2022,21:13:00,transfer,,,online,succes
2314,404-8504076-8217919,399,15756056,4/29/2022,1:22:00,deposit,,,mobile,succes
2315,404-2338206-0142767,399,15700353,4/29/2022,1:52:00,deposit,,,mobile,failed
2316,408-4635432-3177965,399,15624388,4/29/2022,18:45:00,deposit,,,mobile,failed
2317,408-4635432-3177965,399,15627212,4/29/2022,14:49:00,deposit,,,mobile,failed
2318,402-8685807-6032334,399,15648005,4/29/2022,5:06:00,transfer,,,ATM,succes
2319,171-8863915-6445930,399,15681446,4/29/2022,5:51:00,transfer,,,ATM,succes
2320,171-6103825-5120367,399,15775888,4/29/2022,9:28:00,withdrawal,,,online,succes
2321,405-2532640-9495525,399,15749019,4/29/2022,13:21:00,payment,,,ATM,failed
2322,408-6919175-4014737,399,15709928,4/29/2022,7:45:00,deposit,,,branch,failed
2323,408-1377893-4201968,399,15784676,4/29/2022,4:00:00,withdrawal,,,ATM,succes
2324,408-1377893-4201968,399,15748116,4/29/2022,9:51:00,transfer,,,ATM,succes
2325,408-1377893-4201968,399,15612193,4/29/2022,0:32:00,transfer,,,mobile,succes
2326,407-2973647-3153939,399,15762984,4/29/2022,16:32:00,deposit,,,online,failed
2327,406-5435432-0242769,399,15613713,4/29/2022,12:23:00,deposit,,,online,failed
2328,405-4144703-2222723,399,15664204,4/29/2022,14:50:00,payment,,,mobile,succes
2329,402-9928883-7464330,399,15639415,4/29/2022,15:21:00,withdrawal,,,ATM,failed
2330,402-5473230-2701115,399,15806332,4/29/2022,4:04:00,withdrawal,,,ATM,succes
2331,404-7417784-3337165,399,15614929,4/29/2022,22:27:00,payment,,,online,failed
2332,403-3193172-0396353,399,15695492,4/29/2022,12:02:00,payment,,,branch,succes
2333,402-7778700-7263507,399,15635972,4/29/2022,1:35:00,payment,,,ATM,failed
2334,403-0357124-9386757,399,15616380,4/29/2022,9:17:00,payment,,,mobile,failed
2335,406-5751061-5681917,399,15581440,4/29/2022,17:00:00,withdrawal,,,ATM,succes
2336,407-4444511-1581134,399,15654390,4/29/2022,8:09:00,deposit,,,mobile,succes
2337,405-7791614-9473957,399,15660688,4/29/2022,11:10:00,deposit,,,branch,failed
2338,408-8445227-5237120,399,15806307,4/29/2022,18:21:00,transfer,,,branch,succes
2339,407-7811221-3173150,399,15647975,4/29/2022,0:11:00,payment,,,online,failed
2340,407-1707867-1636331,399,15595728,4/29/2022,18:37:00,transfer,,,ATM,succes
2341,171-3516560-6733154,399,15735388,4/29/2022,15:36:00,deposit,,,mobile,succes
2342,405-3663704-8509900,399,15788535,4/29/2022,18:36:00,withdrawal,,,mobile,failed
2343,407-8179925-9973912,399,15765902,4/29/2022,18:39:00,withdrawal,,,ATM,succes
2344,408-4617588-3569908,399,15642345,4/29/2022,14:49:00,payment,,,mobile,succes
2345,408-1829693-5283553,399,15641250,4/29/2022,10:10:00,transfer,,,ATM,failed
2346,171-1154588-6404304,399,15706163,4/29/2022,9:03:00,withdrawal,,,ATM,succes
2347,405-3416487-9394707,399,15746708,4/29/2022,11:17:00,payment,,,branch,failed
2348,171-8884808-4298724,399,15775203,4/29/2022,22:19:00,withdrawal,,,mobile,succes
2349,405-1594860-1671550,399,15787907,4/29/2022,7:51:00,deposit,,,ATM,succes
2350,404-9870920-0576312,399,15646764,4/29/2022,19:31:00,withdrawal,,,branch,failed
2351,404-9462174-8728314,399,15678284,4/29/2022,21:28:00,payment,,,online,succes
2352,405-6565611-0863510,399,15726791,4/29/2022,22:40:00,deposit,,,branch,failed
2353,404-5696872-3444314,399,15813144,4/29/2022,3:01:00,transfer,,,mobile,failed
2354,402-6675041-6139565,399,15669342,4/29/2022,8:38:00,payment,,,mobile,failed
2355,402-5346427-0989143,399,15710366,4/29/2022,20:50:00,transfer,,,ATM,failed
2356,405-7653099-6429160,399,15614934,4/29/2022,16:00:00,deposit,,,ATM,succes
2357,406-4113286-8981964,399,15588701,4/29/2022,3:29:00,transfer,,,online,failed
2358,404-7667939-5506720,399,15665438,4/29/2022,18:51:00,withdrawal,,,online,succes
2359,407-4062685-5614768,399,15644896,4/29/2022,5:39:00,withdrawal,,,online,succes
2360,402-8221994-9144305,399,15670205,4/29/2022,5:36:00,transfer,,,mobile,failed
2361,405-3616485-1287557,399,15635776,4/29/2022,19:04:00,deposit,,,mobile,succes
2362,405-4810338-2320326,399,15791053,4/29/2022,14:52:00,withdrawal,,,ATM,succes
2363,402-8277187-0355525,399,15644005,4/29/2022,13:25:00,transfer,,,online,succes
2364,404-8580539-8801920,399,15796343,4/29/2022,22:52:00,transfer,,,ATM,succes
2365,405-6575169-1710717,399,15751057,4/29/2022,4:18:00,payment,,,online,failed
2366,408-0100238-4889935,399,15623430,4/29/2022,8:06:00,deposit,,,online,succes
2367,402-4283024-0541101,399,15682600,4/29/2022,12:29:00,deposit,,,branch,failed
2368,402-1664225-8969155,399,15769312,4/29/2022,14:10:00,transfer,,,ATM,failed
2369,402-1664225-8969155,399,15708212,4/29/2022,17:02:00,payment,,,ATM,failed
2370,402-8088525-2997108,399,15650258,4/29/2022,0:31:00,withdrawal,,,mobile,succes
2371,405-8772606-5061131,399,15604345,4/29/2022,9:07:00,transfer,,,branch,succes
2372,406-3305547-3686710,399,15578297,4/29/2022,3:18:00,deposit,,,ATM,failed
2373,402-3371998-4183556,399,15671789,4/29/2022,18:20:00,payment,,,mobile,succes
2374,171-2567441-8984357,399,15726186,4/29/2022,16:49:00,withdrawal,,,ATM,succes
2375,403-4525295-5316340,399,15764618,4/29/2022,15:21:00,payment,,,ATM,succes
2376,404-8643821-6142725,399,15730738,4/29/2022,13:56:00,transfer,,,mobile,succes
2377,404-5160980-1137124,399,15637650,4/29/2022,13:06:00,transfer,,,mobile,failed
2378,405-3589580-3997913,399,15606267,4/29/2022,11:11:00,deposit,,,branch,succes
2379,405-4731048-2917164,399,15625904,4/29/2022,14:20:00,withdrawal,,,ATM,succes
2380,407-6923106-9409118,399,15654463,4/29/2022,14:53:00,withdrawal,,,ATM,failed
2381,406-6197264-6778753,399,15774151,4/29/2022,16:05:00,deposit,,,online,succes
2382,406-3388542-6578713,399,15693259,4/29/2022,15:20:00,withdrawal,,,mobile,succes
2383,403-6562456-6880358,399,15642468,4/29/2022,22:58:00,deposit,,,ATM,failed
2384,405-9573397-6592342,399,15758531,4/29/2022,18:44:00,deposit,,,ATM,succes
2385,403-1855610-2487568,399,15728352,4/29/2022,19:42:00,deposit,,,online,failed
2386,405-9764204-6129955,399,15637240,4/29/2022,15:59:00,payment,,,branch,failed
2387,404-8987122-2033115,399,15595588,4/29/2022,6:39:00,withdrawal,,,branch,failed
2388,404-0861355-2970727,399,15778395,4/29/2022,5:11:00,withdrawal,,,branch,failed
2389,404-0861355-2970727,399,15711825,4/29/2022,8:06:00,deposit,,,online,failed
2390,402-0831137-4853159,399,15599251,4/29/2022,14:05:00,deposit,,,mobile,succes
2391,408-9250434-4896326,399,15570004,4/29/2022,7:06:00,payment,,,mobile,failed
2392,407-7672746-4267530,399,15656912,4/29/2022,23:50:00,withdrawal,,,ATM,failed
2393,171-7073993-4094733,399,15657342,4/29/2022,1:56:00,transfer,,,online,succes
2394,402-6767778-0781934,399,15716284,4/29/2022,13:48:00,deposit,,,branch,failed
2395,408-2289950-3848312,399,15672374,4/29/2022,8:30:00,withdrawal,,,branch,succes
2396,407-4269099-5537949,399,15732476,4/29/2022,13:24:00,transfer,,,branch,failed
2397,405-8849473-1733917,399,15747724,4/29/2022,6:47:00,deposit,,,branch,succes
2398,406-3911153-6663553,399,15633877,4/29/2022,6:40:00,payment,,,branch,succes
2399,405-8058026-5848350,399,15672516,4/29/2022,21:42:00,withdrawal,,,online,failed
2400,171-7748950-3850713,399,15607827,4/29/2022,6:21:00,transfer,,,online,succes
2401,405-4814700-1620309,399,15751336,4/29/2022,10:25:00,transfer,,,mobile,failed
2402,408-4107252-9660303,399,15646539,4/29/2022,10:04:00,deposit,,,branch,failed
2403,407-8643613-5901912,399,15756901,4/29/2022,12:55:00,transfer,,,online,failed
2404,405-6493068-8012320,399,15809286,4/29/2022,11:56:00,payment,,,mobile,failed
2405,402-1714969-7265966,399,15759021,4/29/2022,23:14:00,withdrawal,,,branch,failed
2406,408-1908594-7761169,399,15725039,4/29/2022,20:06:00,deposit,,,ATM,succes
2407,408-8628196-5881942,399,15579130,4/29/2022,1:38:00,payment,,,ATM,failed
2408,407-6374870-3377928,399,15754112,4/29/2022,20:13:00,transfer,,,branch,succes
2409,408-6930414-9332323,399,15735522,4/29/2022,13:55:00,payment,,,ATM,succes
2410,408-9031724-4448302,399,15613326,4/29/2022,1:13:00,payment,,,mobile,failed
2411,405-4509800-2397918,399,15739502,4/29/2022,3:41:00,withdrawal,,,mobile,succes
2412,407-2169109-1306713,399,15670914,4/29/2022,16:15:00,withdrawal,,,branch,failed
2413,405-0582648-1113151,399,15604073,4/29/2022,22:29:00,payment,,,mobile,failed
2414,404-8719894-3293153,399,15806027,4/29/2022,1:12:00,payment,,,mobile,failed
2415,406-6965931-4562702,399,15574886,4/29/2022,7:07:00,withdrawal,,,ATM,failed
2416,408-8659417-9977901,399,15707120,4/29/2022,19:16:00,transfer,,,branch,failed
2417,408-2959969-0129964,399,15800845,4/29/2022,8:15:00,transfer,,,online,succes
2418,408-9822177-5234707,399,15603914,4/29/2022,12:58:00,transfer,,,branch,succes
2419,403-8823645-5181164,399,15722765,4/29/2022,4:56:00,transfer,,,branch,succes
2420,403-3452596-1413158,399,15783305,4/29/2022,2:40:00,payment,,,ATM,failed
2421,403-9777082-0300338,399,15574842,4/29/2022,10:58:00,payment,,,mobile,failed
2422,403-7990423-3476351,399,15607837,4/29/2022,19:35:00,withdrawal,,,mobile,succes
2423,407-1091918-4892336,399,15714877,4/29/2022,6:44:00,payment,,,branch,succes
2424,404-7478762-7926753,399,15782941,4/29/2022,6:05:00,payment,,,online,succes
2425,404-7478762-7926753,399,15630167,4/29/2022,21:23:00,withdrawal,,,mobile,succes
2426,403-4173226-7801112,399,15759038,4/29/2022,22:42:00,payment,,,branch,failed
2427,406-5456610-6217124,399,15661821,4/29/2022,15:52:00,withdrawal,,,online,failed
2428,406-6480151-8107539,399,15728006,4/29/2022,6:01:00,transfer,,,ATM,failed
2429,403-8779259-9697118,399,15712176,4/29/2022,14:20:00,transfer,,,online,succes
